TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-04-07 12:39:44.833,0.6154770026519123,0.7415870625941372,1.261364423841907,0,0.2608053798011918,0.7780263293854257,0.64666252719235,0,0.7928063179208057,1.079402700175464,1.159478302527686,0,1.266557005266951,0.9206588765974394,1.273976376014323,0,1.002534475709069,1.089907643278786,1.344648561720802,0,309.4505494505495,736.959706959707,805.0549450549451,620.1098901098901,769.1941391941392,0.061157,0.079407,1.004272,0.231781,-2.848663,1.801910,1,4,4,1,4,100.000000
2021-04-07 12:39:45.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-07 12:39:45.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-07 12:39:45.470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-04-07 12:39:46.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-07 12:39:46.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-07 12:39:46.558,0.6154770026519123,0.7415870625941372,1.020401328626353,0,0.2608053798011918,0.7780263293854257,1.020079010421255,0,0.7928063179208057,1.079402700175464,1.031153502376516,0,1.266557005266951,0.9206588765974394,1.101575844685667,0,1.002534475709069,1.089907643278786,0.7310495471919165,0,1107.655677655678,820.3663003663004,823.1868131868132,1140.695970695971,835.6776556776557,-0.414673,0.047363,0.883118,6.796417,3.947754,3.005676,1,4,1,1,4,100.000000
2021-04-07 12:39:46.683,0.6154770026519123,0.7415870625941372,0.5684918678233296,0,0.2608053798011918,0.7780263293854257,0.5186833361871924,0,0.7928063179208057,1.079402700175464,0.8550949191656149,0,1.266557005266951,0.9206588765974394,1.136283229594918,0,1.002534475709069,1.089907643278786,1.006944401399234,0,453.6996336996337,804.6520146520147,814.7252747252747,619.3040293040293,750.2564102564103,-0.440674,0.048279,0.867859,6.579590,4.000092,-0.411224,1,4,1,1,4,100.000000
2021-04-07 12:39:47.679,0.6154770026519123,0.7415870625941372,0.249539266880859,0,0.2608053798011918,0.7780263293854257,0.4778991966157266,0,0.7928063179208057,1.079402700175464,0.7377602347619474,0,1.266557005266951,0.9206588765974394,0.9594131137292449,0,1.002534475709069,1.089907643278786,1.027837787162991,0,1052.051282051282,820.7692307692308,830.0366300366301,1085.091575091575,834.0659340659341,-0.450745,0.046631,0.860046,6.265564,1.525269,2.512207,1,4,1,1,4,100.000000
2021-04-07 12:39:48.720,0.6154770026519123,0.01073606392813639,-0.05776014358747442,0,0.2608053798011918,0.3250990804019899,0.2160284762597199,0,0.7928063179208057,0.7093500826451448,0.7185588151582483,0,1.266557005266951,1.09483892247147,0.9557495037701846,0,1.002534475709069,1.267001043682692,0.9823924732160932,0,1580.29304029304,771.2087912087912,805.4578754578755,92.27106227106228,686.5934065934066,-0.433899,0.037903,0.866516,11.880646,0.643005,-12.643280,1,4,1,1,4,100.000000
2021-04-07 12:39:49.633,0.6154770026519123,0.04010107986843661,0.6567938322878641,0,0.2608053798011918,0.5201006767017354,0.7398339980308906,0,0.7928063179208057,0.7924168427227565,0.7448579957926648,0,1.266557005266951,1.1690648571663,1.10883636073707,0,1.002534475709069,1.32331087867636,0.8389192538306764,0,1173.736263736264,826.007326007326,818.3516483516484,1199.92673992674,810.6959706959707,-0.423828,0.029114,0.886292,7.274933,2.272949,0.762634,1,4,1,1,4,100.000000
2021-04-07 12:39:50.681,0.6154770026519123,0.4014495695101751,0.486129510132305,0,0.2608053798011918,0.5406952077079658,0.4809289211184427,0,0.7928063179208057,0.8495958809773797,0.6584135904122277,0,1.266557005266951,1.202374868128094,1.071358609290403,0,1.002534475709069,1.421080316290887,0.7201525985456776,0,1427.582417582418,836.8864468864469,814.7252747252747,1309.92673992674,867.9120879120879,-0.441650,0.008484,0.864807,4.037476,10.003967,8.224487,1,4,1,1,4,100.000000
2021-04-07 12:39:51.643,0.6154770026519123,0.4014495695101751,0.3819791731917528,0,0.2608053798011918,0.5406952077079658,0.2933648100845452,0,0.7928063179208057,0.8495958809773797,0.624839044330525,0,1.266557005266951,1.202374868128094,0.9749103088663116,0,1.002534475709069,1.421080316290887,0.8626383473040971,0,1446.520146520146,796.5934065934066,796.1904761904763,1561.355311355311,1095.970695970696,-0.447510,0.005127,0.864441,5.831909,1.943970,3.573914,1,4,1,1,4,100.000000
2021-04-07 12:39:52.680,0.6154770026519123,0.6565399226238041,0.527929126846389,0,0.2608053798011918,0.613947048513741,0.3414669137717542,0,0.7928063179208057,0.9485240931370384,0.8037164483230501,0,1.266557005266951,1.106270218287557,1.05991151620699,0,1.002534475709069,1.639550474673574,1.007962394623688,0,1121.355311355311,820.3663003663004,794.1758241758242,1159.6336996337,774.4322344322345,-0.442322,0.006165,0.865906,6.041260,1.779480,2.945862,1,4,1,1,2,100.000000
2021-04-07 12:39:53.635,0.6154770026519123,0.6565399226238041,0.5748449420210787,0,0.2608053798011918,0.613947048513741,0.4916047223145334,0,0.7928063179208057,0.9485240931370384,0.8079131611319742,0,1.266557005266951,1.106270218287557,0.9101566878700473,0,1.002534475709069,1.639550474673574,0.9584370807143621,0,48.35164835164835,838.0952380952381,812.3076923076924,145.0549450549451,770.8058608058608,-0.443420,0.008301,0.868713,6.512299,2.235565,1.555176,1,4,1,1,4,100.000000
2021-04-07 12:39:54.654,0.6154770026519123,0.5246300767615685,0.697748319755825,0,0.2608053798011918,0.468442863582975,0.5321483785845565,0,0.7928063179208057,0.8332002050606672,0.597596134785726,0,1.266557005266951,1.197681039359942,0.8438380166605501,0,1.002534475709069,1.275398746457926,0.8998063378968861,0,1351.428571428572,714.7985347985348,793.3699633699634,1432.820512820513,876.7765567765568,-0.386169,0.038513,0.893677,6.489868,-2.086029,6.893616,1,4,1,1,4,100.000000
2021-04-07 12:39:55.717,0.6154770026519123,0.326090442610333,0.9831589576289873,0,0.2608053798011918,0.3535892270831645,0.9678857599152173,0,0.7928063179208057,0.7408538616942356,0.9349173923315589,0,1.266557005266951,1.129525020650719,0.9927298383741936,0,1.002534475709069,1.29113167178443,0.9783412519199515,0,1051.648351648352,831.6483516483516,811.5018315018315,1093.150183150183,813.5164835164835,-0.381042,0.026489,0.894592,6.123505,0.456085,3.454285,1,4,4,1,4,100.000000
2021-04-07 12:39:56.694,0.6154770026519123,0.326090442610333,0.2128119992275297,0,0.2608053798011918,0.3535892270831645,0.4400630259482872,0,0.7928063179208057,0.7408538616942356,0.6127591213835817,0,1.266557005266951,1.129525020650719,1.024033489776684,0,1.002534475709069,1.29113167178443,0.951364454838988,0,755.0915750915751,776.0439560439561,800.6227106227107,945.6776556776557,806.2637362637363,-0.364868,0.034607,0.899048,6.190796,2.811279,2.758942,1,4,1,1,4,100.000000
2021-04-07 12:39:57.645,0.6154770026519123,-0.1499006467675302,-0.1547243106103011,0,0.2608053798011918,0.2842536280167942,0.05434626441756832,0,0.7928063179208057,0.89224568799644,0.6264869157862308,0,1.266557005266951,1.298390915708073,1.004478281288184,0,1.002534475709069,1.196221915243048,0.7549031214052656,0,148.6813186813187,833.6630036630037,823.1868131868132,145.8608058608059,714.7985347985348,-0.365601,0.040100,0.906067,5.929108,2.250519,2.482300,1,4,1,1,4,100.000000
2021-04-07 12:39:58.634,0.6154770026519123,-0.4941635678977573,-0.1397457445867686,0,0.2608053798011918,0.238950639628694,-0.1134090110198255,0,0.7928063179208057,0.6733837507018706,0.7302205530785716,0,1.266557005266951,1.21511675342992,1.092702709275353,0,1.002534475709069,1.118421918899612,0.8469613356223828,0,1013.772893772894,800.6227106227107,808.6813186813187,1063.333333333333,871.1355311355312,-0.363708,0.042725,0.908020,6.631927,2.609406,2.676697,1,4,1,1,4,100.000000
2021-04-07 12:39:59.653,0.6154770026519123,-0.6543387480341061,0.7874476476366967,0,0.2608053798011918,-0.2032690375325381,0.8002244913374333,0,0.7928063179208057,0.2818029204212419,1.063686508071227,0,1.266557005266951,1.062504121686993,1.035660329899764,0,1.002534475709069,1.091940810810535,0.9033295484897016,0,1577.069597069597,753.0769230769231,786.9230769230769,64.06593406593407,803.4432234432235,-0.361450,0.039429,0.908020,6.706696,2.729034,2.564545,1,4,1,1,2,100.000000
2021-04-07 12:40:00.691,0.6154770026519123,-0.6543387480341061,0.07486308817607891,0,0.2608053798011918,-0.2032690375325381,0.04323073606576171,0,0.7928063179208057,0.2818029204212419,0.5414726162974057,0,1.266557005266951,1.062504121686993,1.048487057704287,0,1.002534475709069,1.091940810810535,0.8044972414926688,0,1269.230769230769,795.3846153846154,799.4139194139194,1355.860805860806,799.8168498168499,-0.363464,0.044922,0.904602,6.467438,2.325287,2.332764,1,4,1,1,4,100.000000
2021-04-07 12:40:01.654,0.6154770026519123,0.08813972983446439,0.4344739022298177,0,0.2608053798011918,0.3725881920738233,0.4908901114795308,0,0.7928063179208057,0.5237748189512726,0.8917618390500563,0,1.266557005266951,1.057560827448027,0.9773561593427712,0,1.002534475709069,1.235202147731584,0.8630751692652375,0,114.4322344322344,823.1868131868132,794.1758241758242,157.948717948718,885.6410256410256,-0.363525,0.048584,0.910278,6.370239,2.990723,2.153320,1,4,1,1,4,100.000000
2021-04-07 12:40:02.670,0.6154770026519123,0.2161753683434778,0.9579900065909367,0,0.2608053798011918,0.4751870429527784,1.011376542272763,0,0.7928063179208057,0.4966102313850611,0.8955123401975188,0,1.266557005266951,1.068950059307098,1.096973194557409,0,1.002534475709069,1.293470315694192,0.9424517719644165,0,53.58974358974359,862.6739926739926,817.5457875457876,30.21978021978022,1016.996336996337,-0.364441,0.038879,0.904846,5.779572,2.041168,2.198181,1,4,1,1,4,100.000000
2021-04-07 12:40:03.635,0.6154770026519123,0.2161753683434778,-0.1060309423431237,0,0.2608053798011918,0.4751870429527784,-0.1514051154299799,0,0.7928063179208057,0.4966102313850611,0.2223196085467548,0,1.266557005266951,1.068950059307098,0.9915741349125647,0,1.002534475709069,1.293470315694192,0.8628639439572644,0,1238.205128205128,770.8058608058608,792.967032967033,1300.659340659341,770.8058608058608,-0.360901,0.039978,0.905945,6.422577,1.958923,2.519684,1,4,4,1,4,100.000000
2021-04-07 12:40:04.635,0.6154770026519123,0.2161753683434778,-0.0700465896135251,0,0.2608053798011918,0.4751870429527784,1.612679186093973e-05,0,0.7928063179208057,0.4966102313850611,0.6713746162393339,0,1.266557005266951,1.068950059307098,0.9850063720921391,0,1.002534475709069,1.293470315694192,0.885838768031131,0,1000.07326007326,763.956043956044,802.2344322344322,1063.333333333333,849.7802197802198,-0.363403,0.047363,0.910583,6.273041,2.557068,2.332764,1,4,4,1,4,100.000000
2021-04-07 12:40:05.633,0.6154770026519123,0.2161753683434778,0.6770806024839383,0,0.2608053798011918,0.4751870429527784,0.6500997980536376,0,0.7928063179208057,0.4966102313850611,1.11363120231397,0,1.266557005266951,1.068950059307098,1.049494986770927,0,1.002534475709069,1.293470315694192,0.819255892011877,0,1612.527472527473,762.3443223443223,812.7106227106227,94.28571428571429,729.3040293040293,-0.362610,0.047485,0.912415,6.093597,2.504730,2.616882,1,4,1,1,4,100.000000
2021-04-07 12:40:06.672,0.6154770026519123,0.2161753683434778,-0.2292904068901556,0,0.2608053798011918,0.4751870429527784,-0.2794489847680598,0,0.7928063179208057,0.4966102313850611,0.3728411572062403,0,1.266557005266951,1.068950059307098,1.089869727849494,0,1.002534475709069,1.293470315694192,0.8894285414819947,0,1279.304029304029,811.9047619047619,768.3882783882784,1346.996336996337,944.0659340659341,-0.370972,0.041260,0.901794,6.430054,2.646790,2.086029,1,4,4,1,4,100.000000
2021-04-07 12:40:07.636,0.6154770026519123,0.2161753683434778,0.7939310403348276,0,0.2608053798011918,0.4751870429527784,0.5646808617041119,0,0.7928063179208057,0.4966102313850611,0.9866914900741187,0,1.266557005266951,1.068950059307098,0.956509119382678,0,1.002534475709069,1.293470315694192,0.9538900792393981,0,1048.021978021978,809.4871794871796,809.4871794871796,1083.076923076923,861.8681318681319,-0.360596,0.052734,0.908752,6.213226,2.123413,2.041168,1,4,4,1,4,100.000000
2021-04-07 12:40:08.661,0.6154770026519123,0.2161753683434778,1.290280249442844,0,0.2608053798011918,0.4751870429527784,1.143221360281457,0,0.7928063179208057,0.4966102313850611,1.021556433053106,0,1.266557005266951,1.068950059307098,1.066640682610789,0,1.002534475709069,1.293470315694192,0.8564966560281118,0,1.208791208791209,846.959706959707,814.3223443223443,1640.32967032967,871.1355311355312,-0.447144,-0.022095,0.866943,4.643097,2.856140,3.798218,1,4,1,1,4,100.000000
2021-04-07 12:40:09.653,0.6154770026519123,0.3084450632159831,1.062942653324764,0,0.2608053798011918,0.1326934580286527,0.9895940309846938,0,0.7928063179208057,0.751131561457889,0.876201339921962,0,1.266557005266951,1.267983975611855,1.11513294718088,0,1.002534475709069,1.353171214461863,1.107454418424253,0,1371.978021978022,796.996336996337,809.8901098901099,1467.875457875458,862.2710622710623,-0.437683,-0.000732,0.874023,6.325378,2.228088,2.609406,1,4,1,1,4,100.000000
2021-04-07 12:40:10.697,0.6154770026519123,0.3721941589673553,0.2318082274197802,0,0.2608053798011918,0.2016271408235016,0.206686479384779,0,0.7928063179208057,0.8409240262668437,0.3559730244896472,0,1.266557005266951,1.291928045933703,1.12385229757484,0,1.002534475709069,1.293947533324711,1.126618586900655,0,1051.648351648352,755.8974358974359,802.2344322344322,1083.076923076923,1172.124542124542,-0.427368,-0.009583,0.878174,5.428162,0.904694,5.001984,1,4,1,1,4,100.000000
2021-04-07 12:40:11.665,0.6154770026519123,0.3029571552366652,0.1052437045040766,0,0.2608053798011918,0.506885529902801,0.1142527255339523,0,0.7928063179208057,0.7755924047178999,0.503964101423666,0,1.266557005266951,1.129224406120407,1.219494006982218,0,1.002534475709069,1.311883048237442,0.7642787538243879,0,1537.985347985348,857.8388278388279,812.3076923076924,1495.677655677656,770.8058608058608,-0.389099,0.001160,0.900391,6.594543,1.099091,2.512207,1,4,1,1,4,100.000000
2021-04-07 12:40:12.644,0.6154770026519123,0.9255856499066953,0.5809599889419256,0,0.2608053798011918,0.8931899207305806,0.3849590299406687,0,0.7928063179208057,0.8964715401220006,0.6794794992675433,0,1.266557005266951,1.014366097907339,1.043596162400513,0,1.002534475709069,1.256488831736975,0.6140394004685321,0,1468.278388278388,819.5604395604396,803.040293040293,1593.186813186813,789.3406593406594,-0.381836,0.009705,0.898621,6.175842,1.981354,2.646790,1,4,1,1,4,100.000000
2021-04-07 12:40:13.646,0.6154770026519123,0.9016498674722065,0.4622419956779413,0,0.2608053798011918,0.8466775850479966,0.4090015835243658,0,0.7928063179208057,1.007456094079807,0.5704483622105133,0,1.266557005266951,1.157700657834431,0.9635105880050633,0,1.002534475709069,1.125777991374856,0.5880690759929759,0,159.1575091575092,840.9157509157509,816.7399267399268,156.3369963369964,973.8827838827839,-0.363953,0.005798,0.906860,6.003876,1.143951,2.287903,1,4,1,1,4,85.000000
2021-04-07 12:40:14.634,0.6154770026519123,0.3969609979565356,0.5427867739176806,0,0.2608053798011918,0.4324084829968353,0.6660922602342377,0,0.7928063179208057,0.836651473411511,0.3671069700375885,0,1.266557005266951,1.14969333787752,0.8753164088917115,0,1.002534475709069,1.345660085824895,0.5086524506830399,0,1549.67032967033,1010.14652014652,835.6776556776557,1347.399267399268,732.9304029304029,-0.026917,0.088867,0.903381,-1.921539,92.742310,-6.818848,1,4,1,1,4,85.000000
2021-04-07 12:40:15.653,0.6154770026519123,0.3969609979565356,0.9735476865831425,0,0.2608053798011918,0.4324084829968353,1.022955598663068,0,0.7928063179208057,0.836651473411511,0.2228986143562902,0,1.266557005266951,1.14969333787752,0.6132174289337849,0,1.002534475709069,1.345660085824895,0.444453317644062,0,105.1648351648352,867.1062271062272,827.6190476190476,85.42124542124543,923.919413919414,-0.360046,0.040588,0.908508,8.209534,3.267365,3.020630,1,4,1,1,4,85.000000
2021-04-07 12:40:16.634,0.6154770026519123,0.3969609979565356,0.5349935160754642,0,0.2608053798011918,0.4324084829968353,0.6400868435283409,0,0.7928063179208057,0.836651473411511,0.9396923657835999,0,1.266557005266951,1.14969333787752,1.353613029076322,0,1.002534475709069,1.345660085824895,1.280432605440267,0,1175.750915750916,789.3406593406594,798.2051282051282,1237.399267399268,760.7326007326008,-0.318909,0.042786,0.919983,6.033783,-2.444916,1.884155,1,4,1,1,4,85.000000
2021-04-07 12:40:17.655,0.6154770026519123,0.1440069203968334,0.4417542001865504,0,0.2608053798011918,0.141159204954028,0.5045802507790643,0,0.7928063179208057,0.8242808899899493,0.9738108111163249,0,1.266557005266951,1.374755332057413,1.25809225113287,0,1.002534475709069,1.374307408652257,1.103783561894444,0,1271.245421245421,808.6813186813187,821.5750915750916,1174.139194139194,820.3663003663004,-0.248596,0.042786,0.945374,8.030090,-4.059906,0.971985,1,4,1,1,4,85.000000
